"COL0","COL1","COL2","COL3"
"35201181","35","Ontario",439.00
"35201182","35","Ontario",684.00
"35201185","35","Ontario",535.00
"35201186","35","Ontario",646.00
"35201187","35","Ontario",330.00
"35201188","35","Ontario",629.00
"35201191","35","Ontario",325.00
"35201192","35","Ontario",404.00
"35201193","35","Ontario",477.00
"35201194","35","Ontario",347.00
"35201195","35","Ontario",404.00
"35201196","35","Ontario",912.00
"35201197","35","Ontario",315.00
"35201198","35","Ontario",977.00
"35201199","35","Ontario",546.00
"35201200","35","Ontario",607.00
"35201201","35","Ontario",486.00
"35201202","35","Ontario",433.00
"35201203","35","Ontario",772.00
"35201204","35","Ontario",466.00
"35201205","35","Ontario",643.00
"35201206","35","Ontario",618.00
"35201209","35","Ontario",258.00
"35201210","35","Ontario",289.00
"35201211","35","Ontario",475.00
"35201212","35","Ontario",497.00
"35201213","35","Ontario",416.00
"35201214","35","Ontario",248.00
"35201215","35","Ontario",656.00
"35201216","35","Ontario",549.00
"35201217","35","Ontario",653.00
"35201219","35","Ontario",974.00
"35201222","35","Ontario",365.00
"35201228","35","Ontario",375.00
"35201240","35","Ontario",343.00
"35201241","35","Ontario",616.00
"35201242","35","Ontario",684.00
"35201243","35","Ontario",402.00
"35201244","35","Ontario",265.00
"35201249","35","Ontario",524.00
"35201250","35","Ontario",812.00
"35201251","35","Ontario",950.00
"35201252","35","Ontario",338.00
"35201253","35","Ontario",502.00
"35201254","35","Ontario",475.00
"35201255","35","Ontario",379.00
"35201256","35","Ontario",391.00
"35201257","35","Ontario",294.00
"35201259","35","Ontario",446.00
"35201263","35","Ontario",367.00
"35201264","35","Ontario",786.00
"35201267","35","Ontario",482.00
"35201278","35","Ontario",509.00
"35201279","35","Ontario",489.00
"35201280","35","Ontario",484.00
"35201281","35","Ontario",478.00
"35201282","35","Ontario",559.00
"35201283","35","Ontario",410.00
"35201284","35","Ontario",382.00
"35201285","35","Ontario",528.00
"35201286","35","Ontario",205.00
"35201287","35","Ontario",409.00
"35201288","35","Ontario",569.00
"35201289","35","Ontario",370.00
"35201290","35","Ontario",388.00
"35201291","35","Ontario",689.00
"35201292","35","Ontario",551.00
"35201293","35","Ontario",513.00
"35201294","35","Ontario",511.00
"35201295","35","Ontario",578.00
"35201297","35","Ontario",897.00
"35201298","35","Ontario",967.00
"35201312","35","Ontario",1109.00
"35201313","35","Ontario",466.00
"35201314","35","Ontario",535.00
"35201315","35","Ontario",601.00
"35201316","35","Ontario",626.00
"35201317","35","Ontario",442.00
"35201318","35","Ontario",513.00
"35201319","35","Ontario",543.00
"35201320","35","Ontario",698.00
"35201321","35","Ontario",533.00
"35201322","35","Ontario",594.00
"35201323","35","Ontario",443.00
"35201324","35","Ontario",377.00
"35201325","35","Ontario",409.00
"35201326","35","Ontario",672.00
"35201327","35","Ontario",623.00
"35201328","35","Ontario",301.00
"35201329","35","Ontario",361.00
"35201331","35","Ontario",440.00
"35201332","35","Ontario",796.00
"35201333","35","Ontario",373.00
"35201334","35","Ontario",984.00
"35201337","35","Ontario",587.00
"35201338","35","Ontario",506.00
"35201339","35","Ontario",370.00
"35201347","35","Ontario",531.00
"35201348","35","Ontario",539.00
"35201349","35","Ontario",494.00
"35201350","35","Ontario",732.00
"35201351","35","Ontario",445.00
"35201352","35","Ontario",413.00
"35201353","35","Ontario",419.00
"35201354","35","Ontario",433.00
"35201355","35","Ontario",466.00
"35201356","35","Ontario",372.00
"35201357","35","Ontario",958.00
"35201358","35","Ontario",677.00
"35201359","35","Ontario",408.00
"35201360","35","Ontario",667.00
"35201361","35","Ontario",723.00
"35201362","35","Ontario",1905.00
"35201363","35","Ontario",391.00
"35201364","35","Ontario",496.00
"35201365","35","Ontario",796.00
"35201368","35","Ontario",349.00
"35201369","35","Ontario",646.00
"35201370","35","Ontario",377.00
"35201371","35","Ontario",393.00
"35201372","35","Ontario",464.00
"35201373","35","Ontario",397.00
"35201374","35","Ontario",671.00
"35201375","35","Ontario",610.00
"35201376","35","Ontario",715.00
"35201377","35","Ontario",336.00
"35201378","35","Ontario",474.00
"35201379","35","Ontario",508.00
"35201380","35","Ontario",485.00
"35201381","35","Ontario",428.00
"35201383","35","Ontario",420.00
"35201384","35","Ontario",379.00
"35201387","35","Ontario",641.00
"35201388","35","Ontario",623.00
"35201389","35","Ontario",1012.00
"35201390","35","Ontario",535.00
"35201391","35","Ontario",331.00
"35201393","35","Ontario",560.00
"35201394","35","Ontario",539.00
"35201395","35","Ontario",489.00
"35201396","35","Ontario",1260.00
"35201397","35","Ontario",491.00
"35201398","35","Ontario",431.00
"35201399","35","Ontario",456.00
"35201400","35","Ontario",283.00
"35201401","35","Ontario",1891.00
"35201402","35","Ontario",419.00
"35201403","35","Ontario",268.00
"35201404","35","Ontario",408.00
"35201405","35","Ontario",464.00
"35201406","35","Ontario",571.00
"35201407","35","Ontario",703.00
"35201408","35","Ontario",513.00
"35201409","35","Ontario",399.00
"35201410","35","Ontario",401.00
"35201411","35","Ontario",489.00
"35201412","35","Ontario",329.00
"35201413","35","Ontario",476.00
"35201414","35","Ontario",489.00
"35201415","35","Ontario",414.00
"35201416","35","Ontario",470.00
"35201417","35","Ontario",362.00
"35201418","35","Ontario",425.00
"35201419","35","Ontario",500.00
"35201420","35","Ontario",468.00
"35201421","35","Ontario",352.00
"35201422","35","Ontario",581.00
"35201423","35","Ontario",353.00
"35201426","35","Ontario",437.00
"35201427","35","Ontario",482.00
"35201428","35","Ontario",649.00
"35201429","35","Ontario",528.00
"35201430","35","Ontario",436.00
"35201431","35","Ontario",364.00
"35201432","35","Ontario",504.00
"35201433","35","Ontario",666.00
"35201434","35","Ontario",552.00
"35201435","35","Ontario",401.00
"35201436","35","Ontario",556.00
"35201437","35","Ontario",528.00
"35201438","35","Ontario",530.00
"35201439","35","Ontario",551.00
"35201440","35","Ontario",502.00
"35201441","35","Ontario",480.00
"35201442","35","Ontario",738.00
"35201443","35","Ontario",388.00
"35201444","35","Ontario",403.00
"35201445","35","Ontario",368.00
"35201446","35","Ontario",238.00
"35201447","35","Ontario",384.00
"35201448","35","Ontario",503.00
"35201449","35","Ontario",400.00
"35201450","35","Ontario",593.00
"35201451","35","Ontario",359.00
"35201452","35","Ontario",1045.00
"35201453","35","Ontario",3777.00
"35201459","35","Ontario",389.00
"35201460","35","Ontario",630.00
"35201461","35","Ontario",0.00
"35201463","35","Ontario",1196.00
"35201464","35","Ontario",778.00
"35201466","35","Ontario",749.00
"35201467","35","Ontario",612.00
"35201468","35","Ontario",683.00
"35201469","35","Ontario",2280.00
"35201471","35","Ontario",735.00
"35201477","35","Ontario",419.00
"35201478","35","Ontario",428.00
"35201479","35","Ontario",420.00
"35201480","35","Ontario",434.00
"35201481","35","Ontario",401.00
"35201482","35","Ontario",552.00
"35201483","35","Ontario",525.00
"35201485","35","Ontario",549.00
"35201486","35","Ontario",432.00
"35201487","35","Ontario",793.00
"35201488","35","Ontario",631.00
"35201489","35","Ontario",457.00
"35201490","35","Ontario",472.00
"35201491","35","Ontario",537.00
"35201492","35","Ontario",523.00
"35201493","35","Ontario",706.00
"35201494","35","Ontario",708.00
"35201495","35","Ontario",872.00
"35201496","35","Ontario",1434.00
"35201497","35","Ontario",497.00
"35201498","35","Ontario",431.00
"35201499","35","Ontario",478.00
"35201500","35","Ontario",582.00
"35201501","35","Ontario",745.00
"35201502","35","Ontario",626.00
"35201503","35","Ontario",560.00
"35201504","35","Ontario",487.00
"35201505","35","Ontario",544.00
"35201506","35","Ontario",671.00
"35201507","35","Ontario",808.00
"35201508","35","Ontario",740.00
"35201509","35","Ontario",568.00
"35201510","35","Ontario",536.00
"35201511","35","Ontario",603.00
"35201512","35","Ontario",603.00
"35201513","35","Ontario",610.00
"35201514","35","Ontario",723.00
"35201515","35","Ontario",611.00
"35201516","35","Ontario",658.00
"35201517","35","Ontario",538.00
"35201518","35","Ontario",493.00
"35201519","35","Ontario",1107.00
"35201520","35","Ontario",617.00
"35201521","35","Ontario",593.00
"35201522","35","Ontario",513.00
"35201523","35","Ontario",397.00
"35201524","35","Ontario",525.00
"35201525","35","Ontario",473.00
"35201526","35","Ontario",1549.00
"35201532","35","Ontario",456.00
"35201541","35","Ontario",637.00
"35201542","35","Ontario",553.00
"35201543","35","Ontario",513.00
"35201544","35","Ontario",464.00
"35201545","35","Ontario",587.00
"35201547","35","Ontario",641.00
"35201548","35","Ontario",457.00
"35201552","35","Ontario",536.00
"35201553","35","Ontario",563.00
"35201554","35","Ontario",548.00
"35201555","35","Ontario",605.00
"35201556","35","Ontario",661.00
"35201557","35","Ontario",499.00
"35201558","35","Ontario",597.00
"35201559","35","Ontario",590.00
"35201560","35","Ontario",437.00
"35201563","35","Ontario",353.00
"35201564","35","Ontario",422.00
"35201565","35","Ontario",464.00
"35201566","35","Ontario",445.00
"35201567","35","Ontario",507.00
"35201568","35","Ontario",527.00
"35201569","35","Ontario",437.00
"35201570","35","Ontario",354.00
"35201571","35","Ontario",476.00
"35201572","35","Ontario",464.00
"35201573","35","Ontario",1170.00
"35201574","35","Ontario",448.00
"35201575","35","Ontario",670.00
"35201576","35","Ontario",396.00
"35201577","35","Ontario",447.00
"35201578","35","Ontario",394.00
"35201579","35","Ontario",1078.00
"35201580","35","Ontario",357.00
"35201581","35","Ontario",731.00
"35201582","35","Ontario",366.00
"35201583","35","Ontario",738.00
"35201584","35","Ontario",493.00
"35201585","35","Ontario",473.00
"35201586","35","Ontario",438.00
"35201587","35","Ontario",498.00
"35201588","35","Ontario",608.00
"35201589","35","Ontario",689.00
"35201590","35","Ontario",571.00
"35201591","35","Ontario",620.00
"35201592","35","Ontario",410.00
"35201593","35","Ontario",370.00
"35201594","35","Ontario",420.00
"35201595","35","Ontario",487.00
"35201596","35","Ontario",712.00
"35201597","35","Ontario",617.00
"35201598","35","Ontario",393.00
"35201599","35","Ontario",536.00
"35201600","35","Ontario",537.00
"35201601","35","Ontario",709.00
"35201602","35","Ontario",388.00
"35201603","35","Ontario",459.00
"35201604","35","Ontario",501.00
"35201605","35","Ontario",387.00
"35201607","35","Ontario",832.00
"35201608","35","Ontario",443.00
"35201609","35","Ontario",351.00
"35201610","35","Ontario",1313.00
"35201611","35","Ontario",458.00
"35201612","35","Ontario",382.00
"35201613","35","Ontario",398.00
"35201614","35","Ontario",655.00
"35201615","35","Ontario",468.00
"35201616","35","Ontario",549.00
"35201617","35","Ontario",1018.00
"35201620","35","Ontario",800.00
"35201621","35","Ontario",298.00
"35201622","35","Ontario",456.00
"35201623","35","Ontario",1338.00
"35201624","35","Ontario",430.00
"35201625","35","Ontario",575.00
"35201626","35","Ontario",327.00
"35201627","35","Ontario",379.00
"35201629","35","Ontario",316.00
"35201630","35","Ontario",443.00
"35201631","35","Ontario",743.00
"35201632","35","Ontario",334.00
"35201634","35","Ontario",350.00
"35201635","35","Ontario",409.00
"35201636","35","Ontario",383.00
"35201641","35","Ontario",1710.00
"35201647","35","Ontario",596.00
"35201648","35","Ontario",524.00
"35201649","35","Ontario",521.00
"35201650","35","Ontario",391.00
"35201652","35","Ontario",543.00
"35201653","35","Ontario",428.00
"35201654","35","Ontario",470.00
"35201656","35","Ontario",422.00
"35201657","35","Ontario",471.00
"35201658","35","Ontario",482.00
"35201659","35","Ontario",525.00
"35201660","35","Ontario",493.00
"35201661","35","Ontario",671.00
"35201662","35","Ontario",517.00
"35201663","35","Ontario",3539.00
"35201664","35","Ontario",1713.00
"35201665","35","Ontario",659.00
"35201666","35","Ontario",490.00
"35201667","35","Ontario",861.00
"35201670","35","Ontario",494.00
"35201672","35","Ontario",534.00
"35201673","35","Ontario",406.00
"35201674","35","Ontario",749.00
"35201675","35","Ontario",729.00
"35201676","35","Ontario",787.00
"35201690","35","Ontario",950.00
"35201691","35","Ontario",566.00
"35201692","35","Ontario",944.00
"35201693","35","Ontario",1033.00
"35201694","35","Ontario",669.00
"35201695","35","Ontario",532.00
"35201696","35","Ontario",1476.00
"35201697","35","Ontario",476.00
"35201698","35","Ontario",583.00
"35201699","35","Ontario",497.00
"35201700","35","Ontario",708.00
"35201701","35","Ontario",561.00
"35201702","35","Ontario",521.00
"35201703","35","Ontario",609.00
"35201704","35","Ontario",437.00
"35201705","35","Ontario",505.00
"35201706","35","Ontario",471.00
"35201707","35","Ontario",490.00
"35201708","35","Ontario",546.00
"35201709","35","Ontario",306.00
"35201710","35","Ontario",436.00
"35201711","35","Ontario",463.00
"35201712","35","Ontario",370.00
"35201713","35","Ontario",442.00
"35201714","35","Ontario",1299.00
"35201717","35","Ontario",571.00
"35201718","35","Ontario",503.00
"35201719","35","Ontario",512.00
"35201720","35","Ontario",588.00
"35201721","35","Ontario",412.00
"35201722","35","Ontario",1032.00
"35201723","35","Ontario",428.00
"35201724","35","Ontario",394.00
"35201725","35","Ontario",861.00
"35201726","35","Ontario",423.00
"35201728","35","Ontario",1283.00
"35201730","35","Ontario",415.00
"35201731","35","Ontario",466.00
"35201732","35","Ontario",696.00
"35201734","35","Ontario",493.00
"35201735","35","Ontario",484.00
"35201736","35","Ontario",1685.00
"35201737","35","Ontario",650.00
"35201738","35","Ontario",472.00
"35201739","35","Ontario",459.00
"35201740","35","Ontario",568.00
"35201741","35","Ontario",489.00
"35201744","35","Ontario",1856.00
"35201748","35","Ontario",1352.00
"35201749","35","Ontario",412.00
"35201750","35","Ontario",465.00
"35201751","35","Ontario",299.00
"35201752","35","Ontario",267.00
"35201753","35","Ontario",254.00
"35201754","35","Ontario",303.00
"35201755","35","Ontario",526.00
"35201756","35","Ontario",676.00
"35201757","35","Ontario",385.00
"35201758","35","Ontario",540.00
"35201759","35","Ontario",714.00
"35201760","35","Ontario",442.00
"35201761","35","Ontario",515.00
"35201762","35","Ontario",836.00
"35201779","35","Ontario",2723.00
"35201781","35","Ontario",404.00
"35201782","35","Ontario",231.00
"35201783","35","Ontario",388.00
"35201784","35","Ontario",888.00
"35201785","35","Ontario",617.00
"35201786","35","Ontario",435.00
"35201787","35","Ontario",498.00
"35201788","35","Ontario",415.00
"35201789","35","Ontario",984.00
"35201790","35","Ontario",373.00
"35201791","35","Ontario",704.00
"35201792","35","Ontario",383.00
"35201793","35","Ontario",285.00
"35201802","35","Ontario",433.00
"35201803","35","Ontario",343.00
"35201804","35","Ontario",446.00
"35201805","35","Ontario",664.00
"35201806","35","Ontario",528.00
"35201807","35","Ontario",625.00
"35201816","35","Ontario",444.00
"35201817","35","Ontario",444.00
"35201818","35","Ontario",493.00
"35201819","35","Ontario",400.00
"35201820","35","Ontario",524.00
"35201821","35","Ontario",2894.00
"35201822","35","Ontario",944.00
"35201823","35","Ontario",422.00
"35201824","35","Ontario",445.00
"35201825","35","Ontario",705.00
"35201826","35","Ontario",300.00
"35201827","35","Ontario",434.00
"35201828","35","Ontario",446.00
"35201829","35","Ontario",469.00
"35201830","35","Ontario",451.00
"35201831","35","Ontario",330.00
"35201832","35","Ontario",290.00
"35201833","35","Ontario",461.00
"35201834","35","Ontario",444.00
"35201835","35","Ontario",1263.00
"35201838","35","Ontario",575.00
"35201839","35","Ontario",459.00
"35201840","35","Ontario",574.00
"35201841","35","Ontario",664.00
"35201842","35","Ontario",599.00
"35201843","35","Ontario",487.00
"35201844","35","Ontario",544.00
"35201845","35","Ontario",444.00
"35201846","35","Ontario",648.00
"35201847","35","Ontario",421.00
"35201848","35","Ontario",387.00
"35201849","35","Ontario",738.00
"35201850","35","Ontario",453.00
"35201851","35","Ontario",1144.00
"35201852","35","Ontario",339.00
"35201853","35","Ontario",716.00
"35201854","35","Ontario",1799.00
"35201855","35","Ontario",374.00
"35201856","35","Ontario",1267.00
"35201857","35","Ontario",1119.00
"35201858","35","Ontario",517.00
"35201859","35","Ontario",542.00
"35201860","35","Ontario",654.00
"35201861","35","Ontario",426.00
"35201862","35","Ontario",624.00
"35201863","35","Ontario",928.00
"35201864","35","Ontario",622.00
"35201868","35","Ontario",764.00
"35201869","35","Ontario",421.00
"35201872","35","Ontario",629.00
"35201874","35","Ontario",1089.00
"35201875","35","Ontario",1309.00
"35201876","35","Ontario",1739.00
"35201877","35","Ontario",258.00
"35201879","35","Ontario",380.00
"35201880","35","Ontario",546.00
"35201881","35","Ontario",585.00
"35201882","35","Ontario",509.00
"35201883","35","Ontario",710.00
"35201884","35","Ontario",450.00
"35201885","35","Ontario",516.00
"35201886","35","Ontario",555.00
"35201887","35","Ontario",403.00
"35201888","35","Ontario",890.00
"35201889","35","Ontario",640.00
"35201890","35","Ontario",892.00
"35201892","35","Ontario",1035.00
"35201893","35","Ontario",468.00
"35201894","35","Ontario",638.00
"35201895","35","Ontario",421.00
"35201896","35","Ontario",370.00
"35201900","35","Ontario",464.00
"35201901","35","Ontario",421.00
"35201902","35","Ontario",510.00
"35201903","35","Ontario",1402.00
"35201904","35","Ontario",609.00
"35201905","35","Ontario",440.00
"35201906","35","Ontario",359.00
"35201907","35","Ontario",455.00
"35201908","35","Ontario",515.00
"35201909","35","Ontario",379.00
"35201912","35","Ontario",482.00
"35201913","35","Ontario",432.00
"35201914","35","Ontario",251.00
"35201915","35","Ontario",379.00
"35201916","35","Ontario",532.00
"35201917","35","Ontario",440.00
"35201919","35","Ontario",453.00
"35201920","35","Ontario",1295.00
"35201935","35","Ontario",466.00
"35201936","35","Ontario",463.00
"35201937","35","Ontario",499.00
"35201938","35","Ontario",878.00
"35201939","35","Ontario",473.00
"35201940","35","Ontario",406.00
"35201950","35","Ontario",502.00
"35201951","35","Ontario",610.00
"35201952","35","Ontario",443.00
"35201953","35","Ontario",536.00
"35201955","35","Ontario",505.00
"35201958","35","Ontario",601.00
"35201959","35","Ontario",692.00
"35201960","35","Ontario",1027.00
"35201961","35","Ontario",896.00
"35201962","35","Ontario",553.00
"35201963","35","Ontario",448.00
"35201964","35","Ontario",466.00
"35201965","35","Ontario",614.00
"35201966","35","Ontario",572.00
"35201967","35","Ontario",260.00
"35201968","35","Ontario",388.00
"35201969","35","Ontario",320.00
"35201970","35","Ontario",455.00
"35201971","35","Ontario",451.00
"35201972","35","Ontario",1362.00
"35201973","35","Ontario",756.00
"35201976","35","Ontario",660.00
"35201977","35","Ontario",1441.00
"35201979","35","Ontario",531.00
"35201983","35","Ontario",318.00
"35201984","35","Ontario",627.00
"35201985","35","Ontario",274.00
"35201986","35","Ontario",390.00
"35201987","35","Ontario",835.00
"35201988","35","Ontario",303.00
"35201989","35","Ontario",485.00
"35201992","35","Ontario",376.00
"35201993","35","Ontario",789.00
"35201996","35","Ontario",463.00
"35201997","35","Ontario",508.00
"35201998","35","Ontario",504.00
"35201999","35","Ontario",805.00
"35202000","35","Ontario",550.00
"35202001","35","Ontario",1420.00
"35202002","35","Ontario",617.00
"35202003","35","Ontario",1125.00
"35202004","35","Ontario",815.00
"35202005","35","Ontario",386.00
"35202006","35","Ontario",357.00
"35202007","35","Ontario",553.00
"35202013","35","Ontario",1605.00
"35202016","35","Ontario",988.00
"35202017","35","Ontario",3488.00
"35202018","35","Ontario",1354.00
"35202019","35","Ontario",507.00
"35202020","35","Ontario",401.00
"35202021","35","Ontario",717.00
"35202022","35","Ontario",420.00
"35202023","35","Ontario",1465.00
"35202024","35","Ontario",872.00
"35202025","35","Ontario",651.00
"35202026","35","Ontario",484.00
"35202027","35","Ontario",375.00
"35202028","35","Ontario",269.00
"35202029","35","Ontario",1101.00
"35202030","35","Ontario",923.00
"35202031","35","Ontario",846.00
"35202035","35","Ontario",621.00
"35202036","35","Ontario",1100.00
"35202037","35","Ontario",339.00
"35202040","35","Ontario",632.00
"35202042","35","Ontario",1142.00
"35202045","35","Ontario",433.00
"35202046","35","Ontario",1000.00
"35202047","35","Ontario",302.00
"35202048","35","Ontario",370.00
"35202049","35","Ontario",441.00
"35202050","35","Ontario",1370.00
"35202051","35","Ontario",793.00
"35202055","35","Ontario",1281.00
"35202056","35","Ontario",1051.00
"35202057","35","Ontario",1172.00
"35202058","35","Ontario",965.00
"35202059","35","Ontario",722.00
"35202065","35","Ontario",2078.00
"35202066","35","Ontario",943.00
"35202067","35","Ontario",258.00
"35202071","35","Ontario",1099.00
"35202072","35","Ontario",416.00
"35202075","35","Ontario",539.00
"35202078","35","Ontario",256.00
"35202079","35","Ontario",301.00
"35202080","35","Ontario",499.00
"35202084","35","Ontario",402.00
"35202085","35","Ontario",1212.00
"35202086","35","Ontario",1349.00
"35202087","35","Ontario",719.00
"35202088","35","Ontario",747.00
"35202089","35","Ontario",553.00
"35202090","35","Ontario",459.00
"35202091","35","Ontario",551.00
"35202094","35","Ontario",407.00
"35202096","35","Ontario",989.00
"35202097","35","Ontario",465.00
"35202098","35","Ontario",1652.00
"35202100","35","Ontario",391.00
"35202101","35","Ontario",385.00
"35202102","35","Ontario",611.00
"35202103","35","Ontario",528.00
"35202104","35","Ontario",525.00
"35202105","35","Ontario",398.00
"35202106","35","Ontario",571.00
"35202107","35","Ontario",339.00
"35202108","35","Ontario",1314.00
"35202109","35","Ontario",991.00
"35202110","35","Ontario",791.00
"35202111","35","Ontario",538.00
"35202112","35","Ontario",637.00
"35202113","35","Ontario",585.00
"35202114","35","Ontario",446.00
"35202115","35","Ontario",510.00
"35202116","35","Ontario",498.00
"35202117","35","Ontario",646.00
"35202118","35","Ontario",532.00
"35202119","35","Ontario",932.00
"35202120","35","Ontario",990.00
"35202121","35","Ontario",568.00
"35202122","35","Ontario",610.00
"35202123","35","Ontario",625.00
"35202124","35","Ontario",538.00
"35202125","35","Ontario",763.00
"35202126","35","Ontario",710.00
"35202127","35","Ontario",548.00
"35202128","35","Ontario",681.00
"35202129","35","Ontario",538.00
"35202130","35","Ontario",519.00
"35202131","35","Ontario",844.00
"35202132","35","Ontario",1661.00
"35202133","35","Ontario",776.00
"35202134","35","Ontario",728.00
"35202135","35","Ontario",1132.00
"35202136","35","Ontario",824.00
"35202137","35","Ontario",564.00
"35202138","35","Ontario",426.00
"35202139","35","Ontario",540.00
"35202140","35","Ontario",1766.00
"35202141","35","Ontario",451.00
"35202145","35","Ontario",735.00
"35202147","35","Ontario",728.00
"35202149","35","Ontario",625.00
"35202150","35","Ontario",465.00
"35202151","35","Ontario",521.00
"35202152","35","Ontario",2125.00
"35202153","35","Ontario",506.00
"35202154","35","Ontario",589.00
"35202155","35","Ontario",571.00
"35202156","35","Ontario",584.00
"35202157","35","Ontario",397.00
"35202158","35","Ontario",449.00
"35202159","35","Ontario",64.00
"35202160","35","Ontario",464.00
"35202161","35","Ontario",884.00
"35202162","35","Ontario",694.00
"35202163","35","Ontario",638.00
"35202164","35","Ontario",638.00
"35202165","35","Ontario",929.00
"35202166","35","Ontario",466.00
"35202167","35","Ontario",463.00
"35202168","35","Ontario",436.00
"35202169","35","Ontario",492.00
"35202170","35","Ontario",455.00
"35202171","35","Ontario",336.00
"35202172","35","Ontario",836.00
"35202173","35","Ontario",816.00
"35202174","35","Ontario",296.00
"35202175","35","Ontario",379.00
"35202176","35","Ontario",390.00
"35202177","35","Ontario",585.00
"35202178","35","Ontario",665.00
"35202179","35","Ontario",560.00
"35202180","35","Ontario",1073.00
"35202181","35","Ontario",686.00
"35202183","35","Ontario",523.00
"35202184","35","Ontario",881.00
"35202185","35","Ontario",192.00
"35202186","35","Ontario",433.00
"35202187","35","Ontario",498.00
"35202188","35","Ontario",292.00
"35202189","35","Ontario",452.00
"35202210","35","Ontario",375.00
"35202211","35","Ontario",289.00
"35202212","35","Ontario",551.00
"35202213","35","Ontario",560.00
"35202214","35","Ontario",433.00
"35202215","35","Ontario",510.00
"35202216","35","Ontario",415.00
"35202217","35","Ontario",409.00
"35202218","35","Ontario",443.00
"35202222","35","Ontario",611.00
"35202223","35","Ontario",599.00
"35202224","35","Ontario",307.00
"35202225","35","Ontario",406.00
"35202226","35","Ontario",464.00
"35202227","35","Ontario",501.00
"35202228","35","Ontario",508.00
"35202229","35","Ontario",449.00
"35202230","35","Ontario",388.00
"35202231","35","Ontario",394.00
"35202232","35","Ontario",559.00
"35202233","35","Ontario",478.00
"35202234","35","Ontario",625.00
"35202235","35","Ontario",496.00
"35202236","35","Ontario",479.00
"35202237","35","Ontario",593.00
"35202238","35","Ontario",496.00
"35202239","35","Ontario",492.00
"35202240","35","Ontario",561.00
"35202241","35","Ontario",877.00
"35202242","35","Ontario",564.00
"35202243","35","Ontario",641.00
"35202244","35","Ontario",504.00
"35202245","35","Ontario",697.00
"35202246","35","Ontario",396.00
"35202247","35","Ontario",463.00
"35202248","35","Ontario",449.00
"35202249","35","Ontario",317.00
"35202251","35","Ontario",467.00
"35202252","35","Ontario",355.00
"35202254","35","Ontario",460.00
"35202255","35","Ontario",490.00
"35202256","35","Ontario",514.00
"35202257","35","Ontario",576.00
"35202258","35","Ontario",492.00
"35202261","35","Ontario",520.00
"35202262","35","Ontario",739.00
"35202263","35","Ontario",649.00
"35202264","35","Ontario",686.00
"35202265","35","Ontario",921.00
"35202266","35","Ontario",664.00
"35202267","35","Ontario",706.00
"35202268","35","Ontario",614.00
"35202269","35","Ontario",909.00
"35202270","35","Ontario",518.00
"35202271","35","Ontario",415.00
"35202272","35","Ontario",625.00
"35202273","35","Ontario",765.00
"35202274","35","Ontario",799.00
"35202275","35","Ontario",595.00
"35202276","35","Ontario",672.00
"35202277","35","Ontario",536.00
"35202278","35","Ontario",611.00
"35202279","35","Ontario",1280.00
"35202280","35","Ontario",196.00
"35202281","35","Ontario",597.00
"35202282","35","Ontario",463.00
"35202283","35","Ontario",543.00
"35202284","35","Ontario",541.00
"35202285","35","Ontario",1518.00
"35202286","35","Ontario",309.00
"35202287","35","Ontario",422.00
"35202288","35","Ontario",318.00
"35202289","35","Ontario",303.00
"35202290","35","Ontario",1405.00
"35202293","35","Ontario",467.00
"35202294","35","Ontario",376.00
"35202295","35","Ontario",526.00
"35202296","35","Ontario",470.00
"35202297","35","Ontario",486.00
"35202298","35","Ontario",401.00
"35202299","35","Ontario",531.00
"35202300","35","Ontario",518.00
"35202301","35","Ontario",545.00
"35202302","35","Ontario",506.00
"35202303","35","Ontario",461.00
"35202304","35","Ontario",634.00
"35202305","35","Ontario",667.00
"35202306","35","Ontario",505.00
"35202307","35","Ontario",427.00
"35202309","35","Ontario",629.00
"35202310","35","Ontario",436.00
"35202311","35","Ontario",507.00
"35202316","35","Ontario",949.00
"35202321","35","Ontario",551.00
"35202322","35","Ontario",520.00
"35202323","35","Ontario",438.00
"35202324","35","Ontario",383.00
"35202325","35","Ontario",672.00
"35202326","35","Ontario",528.00
"35202327","35","Ontario",566.00
"35202328","35","Ontario",548.00
"35202336","35","Ontario",524.00
"35202337","35","Ontario",469.00
"35202338","35","Ontario",393.00
"35202339","35","Ontario",481.00
"35202340","35","Ontario",470.00
"35202341","35","Ontario",538.00
"35202342","35","Ontario",1009.00
"35202343","35","Ontario",515.00
"35202344","35","Ontario",545.00
"35202345","35","Ontario",772.00
"35202346","35","Ontario",590.00
"35202347","35","Ontario",421.00
"35202348","35","Ontario",508.00
"35202349","35","Ontario",453.00
"35202350","35","Ontario",692.00
"35202351","35","Ontario",487.00
"35202352","35","Ontario",482.00
"35202353","35","Ontario",524.00
"35202354","35","Ontario",426.00
"35202355","35","Ontario",867.00
"35202356","35","Ontario",516.00
"35202357","35","Ontario",593.00
"35202358","35","Ontario",477.00
"35202359","35","Ontario",577.00
"35202360","35","Ontario",551.00
"35202361","35","Ontario",473.00
"35202362","35","Ontario",299.00
"35202363","35","Ontario",931.00
"35202364","35","Ontario",428.00
"35202365","35","Ontario",373.00
"35202366","35","Ontario",415.00
"35202367","35","Ontario",717.00
"35202368","35","Ontario",524.00
"35202369","35","Ontario",555.00
"35202370","35","Ontario",546.00
"35202371","35","Ontario",689.00
"35202372","35","Ontario",490.00
"35202373","35","Ontario",663.00
"35202374","35","Ontario",651.00
